Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
26,Velachery,RAJA KRISHNAMOORTHY @ KITTY,M,63,GEN,IND,2474,3,2477,300891,175522
26,Velachery,SUDARSAN RAJAN,M,25,GEN,IND,507,0,507,300891,175522
26,Velachery,S SUNDARAJAN,M,39,GEN,IND,274,0,274,300891,175522
26,Velachery,SELVAKUMAR,M,27,GEN,GAPP,235,0,235,300891,175522
26,Velachery,P RAVIKUMAR,M,44,GEN,IND,223,2,225,300891,175522
26,Velachery,C SUNDARAM,M,39,GEN,IND,217,0,217,300891,175522
26,Velachery,R UMASHANKAR,M,57,GEN,IND,161,0,161,300891,175522
26,Velachery,R JEYASEELAN,M,58,GEN,IND,147,0,147,300891,175522
26,Velachery,A CHANDERAN,M,57,GEN,MMKA,94,0,94,300891,175522
26,Velachery,S JEYARAJ,M,41,GEN,IND,90,0,90,300891,175522
26,Velachery,K ESWARAN,M,37,SC,IND,84,0,84,300891,175522
26,Velachery,R SAMINATHAN,M,38,GEN,IND,83,0,83,300891,175522
26,Velachery,PONNUDURAI ATDITHAN,M,55,GEN,IND,66,1,67,300891,175522
26,Velachery,B PIRABU,M,28,GEN,IND,57,0,57,300891,175522
26,Velachery,M SURESH KUMAR,M,39,GEN,IND,53,0,53,300891,175522
26,Velachery,P ELUMALAI,M,46,GEN,IND,48,0,48,300891,175522
26,Velachery,M SHANTHA KUMAR,M,38,GEN,IND,47,0,47,300891,175522
26,Velachery,R GUNASEKERAN,M,40,SC,IND,44,0,44,300891,175522
26,Velachery,R KUMAR,M,39,GEN,IND,35,0,35,300891,175522
27,Shozhinganallur,ARAVIND RAMESH S,M,48,GEN,DMK,146607,407,147014,602472,345697
27,Shozhinganallur,SUNDARAM N,M,60,GEN,ADMK,131933,168,132101,602472,345697
27,Shozhinganallur,RAMKUMAR.K,M,43,GEN,PMK,15567,28,15595,602472,345697
27,Shozhinganallur,PANEER DOSS R,M,47,SC,VCK,15103,26,15129,602472,345697
27,Shozhinganallur,UJAGAR SINGH,M,66,GEN,BJP,14897,18,14915,602472,345697
27,Shozhinganallur,RAJAN.S,M,28,GEN,NTK,10821,21,10842,602472,345697
27,Shozhinganallur,None of the Above,,,,NOTA,7324,8,7332,602472,345697
27,Shozhinganallur,ARUN KUMAR S,M,31,GEN,FIP,803,0,803,602472,345697
27,Shozhinganallur,PERAMAIYAN.G,M,30,SC,BSP,645,0,645,602472,345697
27,Shozhinganallur,SUNDARAM M,M,64,GEN,IND,247,0,247,602472,345697
27,Shozhinganallur,SANKAR.J,M,32,GEN,IND,226,0,226,602472,345697
27,Shozhinganallur,RAMESH.J,M,48,GEN,IND,206,0,206,602472,345697
27,Shozhinganallur,MANIDASAN.S,M,56,GEN,VTK,177,1,178,602472,345697
27,Shozhinganallur,KALANITHI.D,M,36,SC,IND,166,0,166,602472,345697
27,Shozhinganallur,KUMAR PONUSAMY.M,M,40,GEN,IND,154,0,154,602472,345697
27,Shozhinganallur,SRINIVASAN.G,M,36,GEN,IND,144,0,144,602472,345697
28,Alandur,"ANBARASAN, T.M.",M,56,GEN,DMK,96313,564,96877,351470,216997
28,Alandur,"RAMACHANDRAN, S.",M,78,GEN,ADMK,77425,283,77708,351470,216997
28,Alandur,"SATHYANARAYANAN, DR. S.",M,53,GEN,BJP,12773,33,12806,351470,216997
28,Alandur,"CHANDRAN, U.",M,52,GEN,DMDK,12266,25,12291,351470,216997
28,Alandur,"SRINIVASAN, R.",M,37,GEN,PMK,7158,36,7194,351470,216997
28,Alandur,None of the Above,,,,NOTA,4723,4,4727,351470,216997
28,Alandur,DHANACHEZHIAN.,M,39,GEN,NTK,3916,11,3927,351470,216997
28,Alandur,"VINOTH KUMAR, R.",M,32,GEN,IND,506,0,506,351470,216997
28,Alandur,LOGANATHAN VEMBU.,M,48,GEN,IND,347,0,347,351470,216997
28,Alandur,BALASUBRAMANIAN V.R.,M,46,GEN,KMDK,159,0,159,351470,216997
28,Alandur,SERMA SELVARAJ.,M,45,GEN,DMSK,150,0,150,351470,216997
28,Alandur,"RAMACHANDRAN, M.",M,76,GEN,IND,127,0,127,351470,216997
28,Alandur,"RAMACHANDRAN, V.",M,47,GEN,IND,109,0,109,351470,216997
28,Alandur,"RAMACHANDRAN, S.",M,34,GEN,IND,68,1,69,351470,216997
29,Sriperumbudur,PALANI.K,M,54,SC,ADMK,100679,322,101001,306296,236142
29,Sriperumbudur,SELVAPERUNTHAGAI.K,M,56,SC,INC,89619,666,90285,306296,236142
29,Sriperumbudur,MUTHURAMAN.C,M,37,SC,PMK,18102,83,18185,306296,236142
29,Sriperumbudur,VEERAKUMAR.M,M,43,SC,VCK,13649,30,13679,306296,236142
29,Sriperumbudur,MANOHARAN.M,M,53,SC,BJP,3933,6,3939,306296,236142
29,Sriperumbudur,SIVARANJINI.B,F,27,SC,NTK,3436,5,3441,306296,236142
29,Sriperumbudur,None of the Above,,,,NOTA,2949,7,2956,306296,236142
29,Sriperumbudur,CHANDRAN.N,M,31,SC,BSP,860,2,862,306296,236142
29,Sriperumbudur,PRAKASH.R,M,26,SC,IND,388,0,388,306296,236142
29,Sriperumbudur,PALANI.M,M,65,SC,IND,380,1,381,306296,236142
29,Sriperumbudur,RAJESH.V,M,29,SC,CPI(ML)(L),344,0,344,306296,236142
29,Sriperumbudur,PALANI.C,M,39,SC,IND,183,0,183,306296,236142
29,Sriperumbudur,RAVI.M,M,35,SC,LJP,138,0,138,306296,236142
29,Sriperumbudur,NIRMAL.E,M,30,SC,IND,124,0,124,306296,236142
29,Sriperumbudur,DILLI.A,M,31,SC,IND,116,5,121,306296,236142
29,Sriperumbudur,SELVAM.S,M,41,SC,IND,112,3,115,306296,236142
30,Pallavaram,"KARUNANITHI, I",M,57,GEN,DMK,112306,585,112891,406839,251204
30,Pallavaram,"SARASWATHI, C.R",F,52,GEN,ADMK,90516,210,90726,406839,251204
30,Pallavaram,"VEERALAKSHMI, C",F,29,GEN,MDMK,14047,36,14083,406839,251204
30,Pallavaram,DR.GOPI AYYASWAMY,M,41,GEN,BJP,11747,34,11781,406839,251204
30,Pallavaram,"VENKATESAN, R",M,48,GEN,PMK,9305,34,9339,406839,251204
30,Pallavaram,None of the Above,,,,NOTA,5810,13,5823,406839,251204
30,Pallavaram,"SRINIVASA KUMAR, P",M,44,GEN,NTK,4478,10,4488,406839,251204
30,Pallavaram,"JOHN RAJARATHANAM, J",M,54,GEN,BSP,589,3,592,406839,251204
30,Pallavaram,"MAHARAJAN, G",M,33,GEN,IND,289,1,290,406839,251204
30,Pallavaram,KAVIGNAN PYTHIUM,M,79,GEN,IND,282,0,282,406839,251204
30,Pallavaram,"CHITTIBABU, S",M,43,GEN,THP,234,0,234,406839,251204
30,Pallavaram,"BACKIYARAJ, M",M,34,SC,SHS,194,0,194,406839,251204
30,Pallavaram,"RUKMANGATHAN, R",M,62,GEN,IND,141,0,141,406839,251204
30,Pallavaram,"KARUPPUSAMY, P",M,34,GEN,KMDK,137,1,138,406839,251204
30,Pallavaram,"DR. AYODHI,L",M,51,GEN,IND,109,0,109,406839,251204
30,Pallavaram,"ANANTHARAMAN, R.K",M,37,GEN,IND,93,0,93,406839,251204
31,Tambaram,RAJA S R,M,60,GEN,DMK,101269,566,101835,381359,235355
31,Tambaram,RAJENDRAN C,M,55,GEN,ADMK,87183,207,87390,381359,235355
31,Tambaram,CHEZHIYAN M,M,44,GEN,DMDK,14524,35,14559,381359,235355
31,Tambaram,VEDASUBRAMANIAM A,M,51,GEN,BJP,10294,33,10327,381359,235355
31,Tambaram,SURESH R,M,45,GEN,PMK,7605,26,7631,381359,235355
31,Tambaram,NAGANATHAN B,M,38,GEN,NTK,5227,10,5237,381359,235355
31,Tambaram,None of the Above,,,,NOTA,5000,7,5007,381359,235355
31,Tambaram,MOHAMAD BILAL S,M,35,GEN,SDPI,1133,2,1135,381359,235355
31,Tambaram,TAMIL SELVAN X,M,64,SC,IND,434,0,434,381359,235355
31,Tambaram,DHANACHEZHIYAN K,M,40,GEN,IND,301,0,301,381359,235355
31,Tambaram,RAJA A,M,47,GEN,IND,280,0,280,381359,235355
31,Tambaram,ARUL SANTHA MICHAEL,M,39,GEN,IND,266,1,267,381359,235355
31,Tambaram,ARUMUGAM P,M,39,GEN,KMDK,240,0,240,381359,235355
31,Tambaram,THANGAVEL T,M,58,GEN,IND,146,0,146,381359,235355
31,Tambaram,ILANCHEZHIAN S,M,55,GEN,IND,117,0,117,381359,235355
31,Tambaram,RAJENDRAN S,M,57,GEN,IND,92,1,93,381359,235355
31,Tambaram,GOPINATH K,M,45,GEN,IND,81,0,81,381359,235355
31,Tambaram,SURESH R,M,52,GEN,IND,78,0,78,381359,235355
31,Tambaram,RAJA P,M,35,GEN,IND,74,0,74,381359,235355
31,Tambaram,SARANGABANI G,M,56,GEN,IND,65,0,65,381359,235355
31,Tambaram,SIVARAMAN S,M,51,GEN,IND,58,0,58,381359,235355
32,Chengalpattu,VARALAKSHMI.M,F,42,GEN,DMK,111707,968,112675,371109,249774
32,Chengalpattu,KAMALAKKANNAN.R,M,56,GEN,ADMK,86135,248,86383,371109,249774
32,Chengalpattu,ARUMUGAM.K,M,55,GEN,PMK,20830,69,20899,371109,249774
32,Chengalpattu,MURUGESAN.D,M,49,GEN,DMDK,17363,75,17438,371109,249774
