Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
196,Thirumangalam,PANDYARAJ.V.S,M,55,GEN,IND,1232,0,1232,261622,204004
196,Thirumangalam,SUNDARAMOORTHI.D,M,30,SC,IND,887,0,887,261622,204004
196,Thirumangalam,KANNIAH.T,M,57,GEN,PMK,841,2,843,261622,204004
196,Thirumangalam,RAVI.S,M,51,GEN,IND,797,2,799,261622,204004
196,Thirumangalam,JEYASAKTHIVEL.S,M,53,GEN,SHS,444,1,445,261622,204004
196,Thirumangalam,VAIYADURAI.V,M,46,SC,BSP,406,0,406,261622,204004
196,Thirumangalam,NAGARAJAN.S,M,34,GEN,SMK,358,0,358,261622,204004
196,Thirumangalam,VENGATESWARAN.B,M,34,GEN,IND,349,0,349,261622,204004
196,Thirumangalam,KAMARASU.C,M,39,SC,IND,257,1,258,261622,204004
196,Thirumangalam,PANDY.P,M,49,GEN,TMMK,197,1,198,261622,204004
196,Thirumangalam,VAIRAMANI.S,F,45,GEN,IND,196,0,196,261622,204004
196,Thirumangalam,RAMANATHAN.M,M,38,GEN,IND,180,0,180,261622,204004
196,Thirumangalam,RAJAMANIKANDAN.S,M,37,GEN,IND,142,0,142,261622,204004
196,Thirumangalam,KALUVANATHAN.M,M,49,GEN,IND,129,0,129,261622,204004
196,Thirumangalam,CHANDRABOSE.P,M,34,GEN,YSP,116,0,116,261622,204004
196,Thirumangalam,TAMILAPPANDI.M.P,M,47,SC,LJP,94,0,94,261622,204004
197,Usilampatti,NEETHIPATHI P,M,49,GEN,ADMK,105499,850,106349,269244,201126
197,Usilampatti,ILAMAKEZHAN.K,M,37,GEN,DMK,72808,635,73443,269244,201126
197,Usilampatti,BASKARA SETHUPATHY.A,M,45,GEN,MDMK,7041,38,7079,269244,201126
197,Usilampatti,KATHIRAVAN P.V,M,62,GEN,AIFB,5073,63,5136,269244,201126
197,Usilampatti,SANGLI.M,M,34,GEN,BJP,2846,14,2860,269244,201126
197,Usilampatti,None of the Above,,,,NOTA,1668,4,1672,269244,201126
197,Usilampatti,IYNDHU KOVILAN.G,M,50,GEN,NTK,1415,22,1437,269244,201126
197,Usilampatti,MAHENDRAN M,M,51,SC,BSP,939,0,939,269244,201126
197,Usilampatti,MURUGAN.T,M,45,GEN,PMK,618,1,619,269244,201126
197,Usilampatti,NETHAJI C,M,41,GEN,IND,456,1,457,269244,201126
197,Usilampatti,JEYAKUMAR S,M,28,SC,TMMK,254,1,255,269244,201126
197,Usilampatti,NAGAMANI N,M,35,SC,IND,254,0,254,269244,201126
197,Usilampatti,RAJUTHEVAR M,M,75,GEN,IND,243,0,243,269244,201126
197,Usilampatti,THANGAM A,M,47,GEN,IND,199,0,199,269244,201126
197,Usilampatti,RANJITHAM P,F,36,SC,LJP,96,0,96,269244,201126
197,Usilampatti,SENTHIL MURUGAN S,M,31,GEN,IND,88,0,88,269244,201126
198,Andipatti,THANGATAMILSELVAM,M,54,GEN,ADMK,102661,468,103129,253826,198609
198,Andipatti,MOOKAIAH.L,M,71,GEN,DMK,71854,1079,72933,253826,198609
198,Andipatti,KRISHNAMOORTHY.M.N,M,40,GEN,DMDK,10657,119,10776,253826,198609
198,Andipatti,CHAKKARAVARTHI.R,M,32,GEN,BJP,3428,37,3465,253826,198609
198,Andipatti,None of the Above,,,,NOTA,1889,20,1909,253826,198609
198,Andipatti,ANANDHA BABU.M,M,29,GEN,NTK,1300,18,1318,253826,198609
198,Andipatti,VAIGAI SEKAR @ BALASUNDARAM.S,M,52,GEN,IND,1221,5,1226,253826,198609
198,Andipatti,RAVI.K,M,53,GEN,PMK,806,11,817,253826,198609
198,Andipatti,PANNEERSELVAM.S,M,63,GEN,IND,520,1,521,253826,198609
198,Andipatti,SENTHIL KUMAR.R.,M,40,GEN,AIFB,465,5,470,253826,198609
198,Andipatti,MURUGESAN,M,65,GEN,IND,462,0,462,253826,198609
198,Andipatti,SIVAKUMAR.A,M,28,SC,TMMK,345,2,347,253826,198609
198,Andipatti,MURUGAN,M,45,GEN,IND,250,0,250,253826,198609
198,Andipatti,PARAMASIVAM.T,M,63,GEN,IND,194,0,194,253826,198609
198,Andipatti,VEERACHAMY.R,M,34,GEN,IND,188,0,188,253826,198609
198,Andipatti,VASUDEVAN.A,M,41,GEN,IND,177,0,177,253826,198609
198,Andipatti,RENGA THURAI.D,M,33,GEN,GMI,138,3,141,253826,198609
198,Andipatti,VEERALAKSHMI.M,F,37,GEN,RPI(A),111,1,112,253826,198609
198,Andipatti,AZHAGUMURUGAN.T,M,49,GEN,IND,110,0,110,253826,198609
198,Andipatti,MEENAKSHI SUNDARAM.G.K,M,49,GEN,SP,64,0,64,253826,198609
199,Periyakulam,KATHIRKAMU.K,M,58,SC,ADMK,90130,469,90599,257555,193010
199,Periyakulam,ANBAZHAGAN,M,47,SC,DMK,74775,1474,76249,257555,193010
199,Periyakulam,LAZAR.A,M,68,SC,CPM,13375,150,13525,257555,193010
199,Periyakulam,CHELLAM.K,M,60,SC,BJP,4957,58,5015,257555,193010
199,Periyakulam,None of the Above,,,,NOTA,2222,53,2275,257555,193010
199,Periyakulam,PUSHPALATHA.M,F,27,SC,NTK,1032,16,1048,257555,193010
199,Periyakulam,KANNAN.R,M,47,SC,PMK,1008,17,1025,257555,193010
199,Periyakulam,MUTHU P,M,51,SC,IND,724,0,724,257555,193010
199,Periyakulam,MOHANRAJ A.C,M,40,SC,IND,628,8,636,257555,193010
199,Periyakulam,C.MALLAICHAMY,M,33,SC,IND,600,0,600,257555,193010
199,Periyakulam,PAPPATHI,F,54,SC,IND,318,0,318,257555,193010
199,Periyakulam,BALAMURUGAN.P,M,30,SC,TMMK,163,0,163,257555,193010
199,Periyakulam,NATHIYA,F,26,SC,IND,142,1,143,257555,193010
199,Periyakulam,KRISHNAVENI,F,49,SC,IND,128,0,128,257555,193010
199,Periyakulam,VINOTHKUMAR,M,27,SC,IND,124,0,124,257555,193010
199,Periyakulam,JEYACHANDAN.P,M,26,SC,SP,124,0,124,257555,193010
199,Periyakulam,KRISHNASAMY,M,58,SC,IND,98,0,98,257555,193010
199,Periyakulam,CHANDRAN.K,M,43,SC,RPI(A),85,0,85,257555,193010
199,Periyakulam,ESWARAN,M,36,SC,IND,70,1,71,257555,193010
199,Periyakulam,ARIVAZHAGAN,M,39,SC,IND,60,0,60,257555,193010
200,Bodinayakanur,O. PANNEERSELVAM,M,65,GEN,ADMK,98997,534,99531,257500,201579
200,Bodinayakanur,S. LAKSHMANAN,M,44,GEN,DMK,82330,1593,83923,257500,201579
200,Bodinayakanur,A.VEERABADRAN,M,45,GEN,DMDK,6819,70,6889,257500,201579
200,Bodinayakanur,V. VENKATESWARAN,M,49,GEN,BJP,3210,40,3250,257500,201579
200,Bodinayakanur,None of the Above,,,,NOTA,1939,27,1966,257500,201579
200,Bodinayakanur,P. ANBALAGAN,M,33,GEN,NTK,1313,11,1324,257500,201579
200,Bodinayakanur,V. THANGADURAI,M,54,GEN,BSP,593,1,594,257500,201579
200,Bodinayakanur,S. MANIKANDAN,M,34,SC,IND,592,0,592,257500,201579
200,Bodinayakanur,M. MARISELVAM,M,32,GEN,IND,438,0,438,257500,201579
200,Bodinayakanur,A.RAMAKRISHNAN,M,38,GEN,PMK,401,4,405,257500,201579
200,Bodinayakanur,D. MAHESWARI,F,31,GEN,SHS,385,0,385,257500,201579
200,Bodinayakanur,R. SURESH,M,33,GEN,IND,364,0,364,257500,201579
200,Bodinayakanur,M. SUTHANTHIRAVEL,M,61,GEN,IND,354,1,355,257500,201579
200,Bodinayakanur,M. RADHA KRISHNAN,M,44,GEN,PPIS,276,0,276,257500,201579
200,Bodinayakanur,V.S.  GOUR MOHAN DASS,M,43,SC,TMMK,220,1,221,257500,201579
200,Bodinayakanur,K. PANDIAN,M,56,GEN,RPI(A),186,0,186,257500,201579
200,Bodinayakanur,K.S. SELVAM,M,51,GEN,IND,168,0,168,257500,201579
200,Bodinayakanur,V. MURUGESAN,M,49,GEN,IND,155,0,155,257500,201579
200,Bodinayakanur,S.K. MARIAPPAN,M,47,SC,IND,151,0,151,257500,201579
200,Bodinayakanur,K. JAYAMANI,M,39,GEN,IND,93,0,93,257500,201579
200,Bodinayakanur,N. MUNIRAJA,M,42,GEN,IND,91,0,91,257500,201579
200,Bodinayakanur,V. NAGAJOTHI,F,37,GEN,SP,83,0,83,257500,201579
200,Bodinayakanur,C. SIVAKUMAR,M,34,GEN,YSP,72,0,72,257500,201579
200,Bodinayakanur,K.NATHIYAZAGAN,M,38,SC,JD(U),67,0,67,257500,201579
201,Cumbum,S.T.K.JAKKAIYAN,M,65,GEN,ADMK,90734,365,91099,262868,194082
201,Cumbum,"CUMBUM.N,RAMAKRISHNAN",M,67,GEN,DMK,78408,1470,79878,262868,194082
201,Cumbum,O.R.RAMACHANDRAN,M,68,GEN,TMC(M),10018,131,10149,262868,194082
201,Cumbum,N.PRABAKARAN,M,43,GEN,BJP,3934,37,3971,262868,194082
201,Cumbum,None of the Above,,,,NOTA,2197,22,2219,262868,194082
201,Cumbum,S.M.RAFEEQ AHAMED,M,61,GEN,SDPI,1352,16,1368,262868,194082
201,Cumbum,R.JAYAPAL,M,35,GEN,NTK,1105,0,1105,262868,194082
201,Cumbum,PON. KATCHIKANNAN,M,54,GEN,PMK,759,4,763,262868,194082
201,Cumbum,S.K.MARIAPPAN,M,47,GEN,IND,733,0,733,262868,194082
201,Cumbum,T.PONRAJA,M,38,GEN,IND,702,0,702,262868,194082
201,Cumbum,R.SARAVANAN,M,37,GEN,IND,509,0,509,262868,194082
201,Cumbum,S.CHELLAIAH,M,54,GEN,BSP,409,1,410,262868,194082
201,Cumbum,G.SIVAKUMAR,M,47,GEN,IND,233,0,233,262868,194082
201,Cumbum,P.PRAKASH,M,32,GEN,IND,228,1,229,262868,194082
201,Cumbum,RAMACHANDRAN,M,43,GEN,IND,193,1,194,262868,194082
201,Cumbum,T.THIRUCHINGAM,M,75,GEN,SP,132,0,132,262868,194082
201,Cumbum,S.MARIYAPPAN,M,27,GEN,TMMK,97,9,106,262868,194082
201,Cumbum,T.RANJITH,M,35,GEN,IND,103,1,104,262868,194082
201,Cumbum,S.DINESHKUMAR,M,26,GEN,IND,92,0,92,262868,194082
201,Cumbum,S.DEVANANTH,M,42,GEN,PPIS,85,1,86,262868,194082
202,Rajapalayam,THANGAPPANDIAN. S.,M,47,GEN,DMK,73862,925,74787,224407,170688
202,Rajapalayam,"SHYAM, A.A.S.",M,46,GEN,ADMK,69647,338,69985,224407,170688
202,Rajapalayam,GURUSAMY. A.,M,50,GEN,CPM,12403,102,12505,224407,170688
202,Rajapalayam,"RAMACHANDRA RAJA,  A.N.",M,63,GEN,BJP,3410,25,3435,224407,170688
202,Rajapalayam,JEYARAJ. V.,M,42,GEN,NTK,2398,16,2414,224407,170688
202,Rajapalayam,None of the Above,,,,NOTA,2269,21,2290,224407,170688
202,Rajapalayam,LAKSHMANAN. P.,M,54,GEN,PMK,1073,0,1073,224407,170688
202,Rajapalayam,JEYAPRAKASH. I.,M,65,SC,IND,917,2,919,224407,170688
202,Rajapalayam,ARASAMANI. K.,M,38,SC,MAKKK,547,0,547,224407,170688
202,Rajapalayam,JEYARAJ. T.,M,52,SC,IND,451,0,451,224407,170688
202,Rajapalayam,THANGAPANDI. S.,M,55,GEN,IND,400,2,402,224407,170688
202,Rajapalayam,THANGARAJ. K.,M,58,GEN,IND,354,0,354,224407,170688
202,Rajapalayam,PERIYASAMY. A.,M,53,SC,IND,312,0,312,224407,170688
202,Rajapalayam,THANGESWARAN. P.,M,29,SC,IND,223,1,224,224407,170688
202,Rajapalayam,SAKTHIVEL.R.,M,47,GEN,IND,188,1,189,224407,170688
202,Rajapalayam,MUTHUVELAN @ SARAVANAN. S.,M,28,GEN,IND,158,1,159,224407,170688
202,Rajapalayam,MANMATHAN. M.,M,61,SC,IND,146,0,146,224407,170688
202,Rajapalayam,KAMATCHI. R.,F,29,GEN,YSP,137,1,138,224407,170688
202,Rajapalayam,ARJUNAN . K.,M,32,GEN,IND,136,0,136,224407,170688
202,Rajapalayam,KALYANASUNDARAM. R.S,M,46,GEN,IND,123,0,123,224407,170688
202,Rajapalayam,BALAMURUGAN.V.,M,40,GEN,UCPI,98,1,99,224407,170688
203,Srivilliputhur,CHANDRA PRABHA. M,F,35,SC,ADMK,87569,534,88103,233156,178630
203,Srivilliputhur,MUTHUKUMAR.C,M,32,SC,PT,50667,763,51430,233156,178630
203,Srivilliputhur,LINGAM.P,M,50,SC,CPI,19178,237,19415,233156,178630
203,Srivilliputhur,RAMASAMY. I,M,43,SC,BJP,5442,55,5497,233156,178630
203,Srivilliputhur,KALYANASUNDARAM. A,M,36,SC,NTK,3777,56,3833,233156,178630
203,Srivilliputhur,None of the Above,,,,NOTA,2151,15,2166,233156,178630
203,Srivilliputhur,THAMARAISELVAM. K,M,30,SC,IND,1693,2,1695,233156,178630
203,Srivilliputhur,GANESAN. S,M,39,SC,IND,1630,1,1631,233156,178630
203,Srivilliputhur,VELLAISAMY. V,M,39,SC,PMK,1111,8,1119,233156,178630
203,Srivilliputhur,KARTHIKEYAN. B,M,34,SC,IND,956,2,958,233156,178630
203,Srivilliputhur,MUNIYANDI. M,M,34,SC,IND,596,0,596,233156,178630
203,Srivilliputhur,MUTHAIAH. A,M,58,SC,IND,529,0,529,233156,178630
203,Srivilliputhur,DHEIVENDHIRAN. S,M,31,SC,IND,463,1,464,233156,178630
203,Srivilliputhur,SANKARAN. A,M,58,SC,IND,406,0,406,233156,178630
203,Srivilliputhur,PANDI MUNIRAJA. M,M,32,SC,IND,347,0,347,233156,178630
203,Srivilliputhur,SAKTHIVEL. C,M,30,SC,IND,263,1,264,233156,178630
203,Srivilliputhur,GURUVAIYA. N,M,32,SC,IND,177,0,177,233156,178630
204,Sattur,"SUBRAMANIAN,S.G.",M,54,GEN,ADMK,71133,380,71513,224931,175939
204,Sattur,"SRINIVASAN,V.",M,38,GEN,DMK,66535,551,67086,224931,175939
204,Sattur,"RAGURAMAN,A.R.",M,44,GEN,MDMK,25255,187,25442,224931,175939
204,Sattur,"GNANAPANDITHAN,P.",M,57,GEN,BJP,3388,19,3407,224931,175939
204,Sattur,"MUTHUVEL NACHIAR,S.",F,42,GEN,NTK,1505,15,1520,224931,175939
204,Sattur,None of the Above,,,,NOTA,1451,4,1455,224931,175939
204,Sattur,"PASUPATHIDEVAN,K.",M,39,GEN,AIFB,957,1,958,224931,175939
204,Sattur,"BALAKRISHNAN,M.",M,33,GEN,PMK,763,5,768,224931,175939
204,Sattur,"JAWAHAR,G.",M,36,GEN,IND,653,0,653,224931,175939
204,Sattur,"RAJKUMAR,R.",M,36,GEN,IND,544,1,545,224931,175939
204,Sattur,"MUTHUPANDI,M.",M,46,SC,IND,471,1,472,224931,175939
204,Sattur,"ASHOKKUMAR,S.",M,32,SC,BSP,423,2,425,224931,175939
204,Sattur,"PALANICHAMY,P.",M,29,SC,IND,401,0,401,224931,175939
204,Sattur,"KARTHIKRAJAN,P.",M,34,GEN,SHS,333,0,333,224931,175939
204,Sattur,"BOOPATHIRAJAN,V.",M,35,GEN,IND,323,0,323,224931,175939
204,Sattur,"MUNIASAMY,P.",M,33,GEN,IND,195,0,195,224931,175939
204,Sattur,"SERMUGAKANI,V.",M,26,GEN,IND,141,0,141,224931,175939
204,Sattur,"ESAKKIMUTHU,A.",M,39,GEN,IND,121,0,121,224931,175939
204,Sattur,"SRINIVASAN,P.",M,51,GEN,IND,94,0,94,224931,175939
204,Sattur,"SIVASUBIRAMANIAN,G.",M,49,GEN,IND,87,0,87,224931,175939
205,Sivakasi,RAJENTHRABHALAJI K.T,M,52,GEN,ADMK,76536,198,76734,237773,175702
205,Sivakasi,"SREERAJA, C.",M,43,GEN,INC,61402,584,61986,237773,175702
205,Sivakasi,SUDHAKARAN R,M,38,GEN,DMDK,17289,90,17379,237773,175702
205,Sivakasi,PARRATHASHAARATHI A.G,M,56,GEN,BJP,6157,32,6189,237773,175702
205,Sivakasi,"BABU, T.",M,41,GEN,NTK,3232,13,3245,237773,175702
205,Sivakasi,None of the Above,,,,NOTA,2693,11,2704,237773,175702
205,Sivakasi,"THILAGABAMA, M.",F,44,GEN,PMK,1341,9,1350,237773,175702
205,Sivakasi,THANESWARAN S,M,42,GEN,IND,1235,0,1235,237773,175702
205,Sivakasi,MAHARAJAN V,M,37,GEN,AIFB,977,4,981,237773,175702
205,Sivakasi,"PONRAJ, S.",M,62,GEN,IND,599,0,599,237773,175702
205,Sivakasi,"UTHIRAKUMAR, M.",M,27,GEN,MMKA,572,0,572,237773,175702
205,Sivakasi,"MANMATHAN, M.",M,62,SC,IND,425,0,425,237773,175702
205,Sivakasi,THANGARAJ S,M,60,SC,IND,323,0,323,237773,175702
205,Sivakasi,"VAIRAMUTHU, K.S.",M,39,GEN,SHS,304,2,306,237773,175702
205,Sivakasi,"SATHYARAJ, P.",M,31,GEN,IND,237,1,238,237773,175702
205,Sivakasi,"JEEVANANTHAM, G.",M,52,SC,RPI,195,0,195,237773,175702
205,Sivakasi,GANESAN R,M,41,GEN,IND,175,0,175,237773,175702
205,Sivakasi,"LINGAM, S.",M,43,GEN,IND,168,0,168,237773,175702
205,Sivakasi,"SRINIVASAN, A.",M,47,SC,JKNPP,137,0,137,237773,175702
205,Sivakasi,"RAJAMURUGAN, K.H.",M,25,GEN,IND,132,0,132,237773,175702
205,Sivakasi,THIYAGARAJA ALIAS YOGA NADAR P.I.D,M,70,GEN,IND,124,0,124,237773,175702
205,Sivakasi,"RADHAKRISHNAN, V.",M,72,GEN,IND,114,0,114,237773,175702
205,Sivakasi,SELVAM K.P.,M,42,SC,IND,106,0,106,237773,175702
205,Sivakasi,"SARAVANARAJ, T.",M,34,SC,TAVK,104,0,104,237773,175702
205,Sivakasi,MUTHURAMALINGAM G,M,51,GEN,IND,94,0,94,237773,175702
205,Sivakasi,MADHAVAN P,M,42,GEN,IND,87,0,87,237773,175702
206,Virudhunagar,SEENIVASAN A.R.R,M,59,GEN,DMK,64719,780,65499,208304,153347
206,Virudhunagar,KALANITHI.K,M,65,GEN,ADMK,62271,358,62629,208304,153347
206,Virudhunagar,SYED KAJA SHAREEF.M,M,45,GEN,DMDK,10043,84,10127,208304,153347
206,Virudhunagar,KAMATCHI. S,M,63,GEN,BJP,6960,53,7013,208304,153347
206,Virudhunagar,None of the Above,,,,NOTA,2813,22,2835,208304,153347
206,Virudhunagar,AKILAN.D,M,36,GEN,NTK,2439,22,2461,208304,153347
206,Virudhunagar,GANESHPERUMAL.P,M,35,GEN,PMK,552,4,556,208304,153347
206,Virudhunagar,RASU.E,M,51,GEN,IND,433,0,433,208304,153347
206,Virudhunagar,CHINNA MARRIYAPPAN.E,M,54,GEN,IND,391,0,391,208304,153347
206,Virudhunagar,"MURUGAN,G.",M,36,SC,IND,352,0,352,208304,153347
206,Virudhunagar,ESWARAN.V,M,37,SC,TMMK,256,0,256,208304,153347
206,Virudhunagar,VELMURUGAN.K,M,34,GEN,IND,228,0,228,208304,153347
206,Virudhunagar,VELUSAMY.P,M,28,GEN,YSP,190,1,191,208304,153347
206,Virudhunagar,SEENIVASAN.S,M,36,SC,IND,162,1,163,208304,153347
206,Virudhunagar,VIKRAMAN.N,M,32,SC,DMMK,121,0,121,208304,153347
206,Virudhunagar,SANKAR.A,M,27,GEN,IND,92,0,92,208304,153347
207,Aruppukkottai,RAMACHANDRAN.K.K.S.S.R,M,67,GEN,DMK,80358,1127,81485,208309,164909
207,Aruppukkottai,VAIGAICHELVAN.DR,M,48,GEN,ADMK,62877,554,63431,208309,164909
207,Aruppukkottai,SENTHIL KUMAR.S,M,30,GEN,CPI,9696,121,9817,208309,164909
207,Aruppukkottai,VETRIVEL.R,M,39,SC,BJP,3199,24,3223,208309,164909
207,Aruppukkottai,None of the Above,,,,NOTA,2492,17,2509,208309,164909
207,Aruppukkottai,NAGENDRAN.,M,38,GEN,NTK,1398,6,1404,208309,164909
207,Aruppukkottai,ARAVINDKUMAR.D,M,28,GEN,PMK,816,1,817,208309,164909
207,Aruppukkottai,"LINGAPPANDI, P.",M,35,GEN,IND,699,0,699,208309,164909
207,Aruppukkottai,SUNDARRAJ.I,M,35,SC,BSP,388,0,388,208309,164909
207,Aruppukkottai,"MUTHUMARIAPPAN, M.",M,61,SC,IND,262,0,262,208309,164909
207,Aruppukkottai,"VIJAYAKUMAR, G.",M,37,SC,IND,225,0,225,208309,164909
207,Aruppukkottai,"MAHENDRAN, P.",M,26,SC,TMMK,196,0,196,208309,164909
207,Aruppukkottai,"RAMACHANDRAN, R.S.",M,39,GEN,IND,139,0,139,208309,164909
207,Aruppukkottai,THANGARAJ,M,33,GEN,IND,121,0,121,208309,164909
207,Aruppukkottai,"SURIYAMAHARAJA, R.",M,46,GEN,LJP,108,0,108,208309,164909
207,Aruppukkottai,"VEERALAKSHMI, M.",F,27,SC,TAVK,85,0,85,208309,164909
208,Tiruchuli,THANGAM THENARASU,M,49,GEN,DMK,89138,789,89927,207142,167742
208,Tiruchuli,"DINESH BABU, K.",M,39,GEN,ADMK,63026,324,63350,207142,167742
208,Tiruchuli,"RAJU, T.",M,36,GEN,DMDK,5751,48,5799,207142,167742
208,Tiruchuli,"RAVIRAJAN, B.",M,46,GEN,BJP,1774,5,1779,207142,167742
208,Tiruchuli,None of the Above,,,,NOTA,1320,8,1328,207142,167742
208,Tiruchuli,"VAIRASEEMAN, G.",M,31,SC,IND,1073,1,1074,207142,167742
208,Tiruchuli,"PALANISAMY, K.",M,28,SC,NTK,791,4,795,207142,167742
208,Tiruchuli,SIVA ILANGOVAN,M,28,SC,BSP,574,2,576,207142,167742
208,Tiruchuli,"SEKAR, M.",M,44,SC,IND,506,0,506,207142,167742
208,Tiruchuli,THANGAPANDIAN,M,33,GEN,IND,499,5,504,207142,167742
208,Tiruchuli,"VELMURUGAN,U.",M,43,GEN,IND,460,3,463,207142,167742
208,Tiruchuli,"MANIKANDAN, J.",M,46,GEN,IND,441,0,441,207142,167742
208,Tiruchuli,"MARIMUTHU, G.",M,44,GEN,IND,264,0,264,207142,167742
208,Tiruchuli,"MUNIASAMY, A.",M,46,SC,PMK,259,1,260,207142,167742
208,Tiruchuli,"JEGAN SAKKARAVARTHI, M.",M,34,GEN,AIFB,225,1,226,207142,167742
208,Tiruchuli,"SETHURAMALINGAM, S.",M,70,GEN,IND,178,0,178,207142,167742
208,Tiruchuli,"CHENNAKESAVAN, P.",M,30,GEN,IND,95,0,95,207142,167742
208,Tiruchuli,"KRISHNAN, P.",M,42,GEN,IND,90,0,90,207142,167742
208,Tiruchuli,"KALIMUTHU, S.",M,45,GEN,IND,87,0,87,207142,167742
209,Paramakudi,MUTHIAH.S.DR,M,59,SC,ADMK,78643,611,79254,245978,169009
209,Paramakudi,THISAIVEERAN.U,M,52,SC,DMK,66405,1460,67865,245978,169009
209,Paramakudi,BALAGANAPATHY.V.PON,M,38,SC,BJP,9433,104,9537,245978,169009
209,Paramakudi,IRULAN.M,M,59,SC,VCK,3726,54,3780,245978,169009
209,Paramakudi,HEMALATHA.V,F,32,SC,NTK,2617,38,2655,245978,169009
209,Paramakudi,None of the Above,,,,NOTA,1582,16,1598,245978,169009
209,Paramakudi,THANGARAJ.R,M,42,SC,PMK,685,5,690,245978,169009
209,Paramakudi,BASKARAN.A,M,52,SC,IND,618,0,618,245978,169009
209,Paramakudi,RAJA.K.P,M,31,SC,IND,611,1,612,245978,169009
209,Paramakudi,KANNATHASAN.R,M,38,SC,IND,576,0,576,245978,169009
209,Paramakudi,GOVINDAN.V,M,61,SC,BSP,571,1,572,245978,169009
209,Paramakudi,MAHESWARAN.K,M,27,SC,IND,459,0,459,245978,169009
209,Paramakudi,RAJAMOORTHI.M,M,37,SC,IND,228,0,228,245978,169009
209,Paramakudi,PALPANDI.C,M,49,SC,IND,223,0,223,245978,169009
209,Paramakudi,RAVISHANKAR.V,M,41,SC,TMMK,205,1,206,245978,169009
209,Paramakudi,RAJA.M,M,35,SC,IND,135,1,136,245978,169009
210,Tiruvadanai,KARUNAAS,M,46,GEN,ADMK,76494,292,76786,273644,186649
210,Tiruvadanai,THIVAKARAN.  S.P,M,51,GEN,DMK,67176,914,68090,273644,186649
210,Tiruvadanai,DHEVANATHAN YADAV.T,M,55,GEN,BJP,11767,75,11842,273644,186649
210,Tiruvadanai,JOHN PANDIAN .B,M,61,SC,TMMK,9496,101,9597,273644,186649
210,Tiruvadanai,MANIMARAN.V,M,41,GEN,DMDK,4893,20,4913,273644,186649
210,Tiruvadanai,MOHAMED SHARIFF SATE,M,39,GEN,SDPI,4722,6,4728,273644,186649
210,Tiruvadanai,RAJIV GANDHI.R,M,31,GEN,NTK,3702,37,3739,273644,186649
210,Tiruvadanai,None of the Above,,,,NOTA,932,7,939,273644,186649
210,Tiruvadanai,ANBU BAGURUDEEN. N,M,60,GEN,NCP,785,0,785,273644,186649
210,Tiruvadanai,NAGENDRAN.K,M,41,GEN,IND,690,0,690,273644,186649
210,Tiruvadanai,B.SIKKANDHAR,M,29,GEN,IND,628,0,628,273644,186649
210,Tiruvadanai,RAVICHANDRAN.S,M,34,GEN,IND,576,0,576,273644,186649
210,Tiruvadanai,PAPPA.A,F,49,GEN,IND,552,0,552,273644,186649
210,Tiruvadanai,PANDI. V,M,44,SC,PMK,521,1,522,273644,186649
210,Tiruvadanai,SURESH.S,M,30,GEN,IND,477,0,477,273644,186649
210,Tiruvadanai,SEKAR.V,M,40,SC,IND,422,0,422,273644,186649
210,Tiruvadanai,THEIVACHILAI,M,45,SC,IND,295,0,295,273644,186649
210,Tiruvadanai,SANTHOSH KUMAR.K,M,35,SC,IND,265,0,265,273644,186649
210,Tiruvadanai,MAHALINGAM.M,M,41,SC,SMK,243,0,243,273644,186649
210,Tiruvadanai,KANNADASAN.M,M,31,GEN,IND,233,0,233,273644,186649
210,Tiruvadanai,RAJAIAH WINGATE. K,M,66,GEN,IND,182,0,182,273644,186649
210,Tiruvadanai,RAMAKRISHNAN,M,37,SC,BSP,144,1,145,273644,186649
211,Ramanathapuram,MANIKANDAN.M,M,39,GEN,ADMK,89036,329,89365,284405,193002
211,Ramanathapuram,JAWAHIRULLAH.M.H,M,56,GEN,MAMAK,55405,738,56143,284405,193002
211,Ramanathapuram,SINGAI JINNAH M.A,M,45,GEN,DMDK,16263,90,16353,284405,193002
211,Ramanathapuram,KANNAN.D,M,46,GEN,BJP,14865,164,15029,284405,193002
211,Ramanathapuram,SIVAKUMAR.K,M,39,GEN,NTK,3963,38,4001,284405,193002
211,Ramanathapuram,SHANMUGAVEL.S,M,45,GEN,IND,2618,4,2622,284405,193002
211,Ramanathapuram,PRABHAKARAN.S,M,35,GEN,IND,1867,1,1868,284405,193002
211,Ramanathapuram,None of the Above,,,,NOTA,1515,13,1528,284405,193002
211,Ramanathapuram,ATHIL AMMEN,M,34,GEN,IND,1157,0,1157,284405,193002
211,Ramanathapuram,THOMAS JERONEKUMAR,M,42,GEN,TAVK,1100,11,1111,284405,193002
211,Ramanathapuram,VEERARAGAVAN.M,M,29,GEN,ETMK,749,1,750,284405,193002
211,Ramanathapuram,MURUGANANTHAM,M,43,GEN,IND,735,1,736,284405,193002
211,Ramanathapuram,RAMALINGAM,M,41,SC,BSP,690,3,693,284405,193002
211,Ramanathapuram,JAWAHIRALI.H,M,28,GEN,IND,452,3,455,284405,193002
211,Ramanathapuram,SENDURPANDIAN,M,46,GEN,AIFB,364,2,366,284405,193002
211,Ramanathapuram,MANIKANDAN.S,M,37,GEN,IND,345,0,345,284405,193002
