STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS
Gujarat,17,Chanasma,1 Thakor Dineshbhai Ataji,MALE,52,GENERAL,INC,Hand,85479,927,86406,46.43,292600
Gujarat,17,Chanasma,2 Dilipkumar Virajibhai Thakor,MALE,63,GENERAL,BJP,Lotus,84383,619,85002,45.67,292600
Gujarat,17,Chanasma,3 Vishnubhai Jorabhai Patel,MALE,58,GENERAL,AAAP,Broom,7324,262,7586,4.08,292600
Gujarat,17,Chanasma,4 Nota,,,,NOTA,NOTA,3278,15,3293,1.77,292600
Gujarat,17,Chanasma,5 Thakor Diwanji Hemaji,MALE,30,GENERAL,GAGUP,Ganna kisan,1455,3,1458,0.78,292600
Gujarat,17,Chanasma,6 Baloch Jalamkhan Kayamkhan,MALE,48,GENERAL,IND,Bucket,1052,0,1052,0.57,292600
Gujarat,17,Chanasma,7 Shankarbhai Sagarambhai Rabari,MALE,45,GENERAL,JSDP,Tyres,741,4,745,0.4,292600
Gujarat,17,Chanasma,8 Shivanandji Sarswati Gurushree Madhvanandji,MALE,36,GENERAL,GNNS,Bat,572,4,576,0.31,292600
TURN OUT,,,,,,TOTAL:,,,184284,1834,186118,63.61,
Gujarat,18,Patan,1 Kiritkumar Chimanlal Patel,MALE,52,GENERAL,INC,Hand,102166,1339,103505,50.16,306328
Gujarat,18,Patan,2 Dr. Rajulben Desai,FEMALE,44,GENERAL,BJP,Lotus,85765,563,86328,41.84,306328
Gujarat,18,Patan,3 Laleshbhai Thakkar,MALE,48,GENERAL,AAAP,Broom,6598,210,6808,3.3,306328
Gujarat,18,Patan,4 Nota,,,,NOTA,NOTA,2474,7,2481,1.2,306328
Gujarat,18,Patan,5 Shabbirhusen Aajambhai Malek,MALE,47,GENERAL,IND,Truck,2332,1,2333,1.13,306328
Gujarat,18,Patan,6 Rohit Senma Alias Nagji,MALE,32,SC,IND,Bat,1040,1,1041,0.5,306328
Gujarat,18,Patan,7 Sarvakar Hasumatiben Parashottambhai,FEMALE,33,SC,BSP,Elephant,904,9,913,0.44,306328
Gujarat,18,Patan,8 Mansuri Tofikbhai Umarbhai,MALE,33,GENERAL,IND,Cup & saucer,646,1,647,0.31,306328
Gujarat,18,Patan,9 Prhladji Pradhanji Thakor,MALE,42,GENERAL,IND,Kettle,487,0,487,0.24,306328
Gujarat,18,Patan,10 Pravinbhai Dahyalal Jadav,MALE,64,SC,IND,Cot,310,13,323,0.16,306328
Gujarat,18,Patan,11 Bhartji Kantiji Thakor,MALE,28,GENERAL,NMSP,Flute,279,0,279,0.14,306328
Gujarat,18,Patan,12 Parmar Hitendrakumar Ganeshbhai,MALE,47,SC,IND,Auto- rickshaw,272,2,274,0.13,306328
Gujarat,18,Patan,13 Thakor Jayntiji Hiraji,MALE,44,GENERAL,GAGUP,Coconut farm,230,1,231,0.11,306328
Gujarat,18,Patan,14 Pratapji Punjaji Thakor,MALE,50,GENERAL,IND,Pot,212,0,212,0.1,306328
Gujarat,18,Patan,15 Patel Jayeshkumar Gordhanbhai,MALE,50,GENERAL,IND,Gas cylinder,201,1,202,0.1,306328
Gujarat,18,Patan,16 Thakor Prahladsang Dhudaji,MALE,42,GENERAL,JSDP,Tyres,145,1,146,0.07,306328
Gujarat,18,Patan,17 Thakor Sarjiji Kanjiji,MALE,33,GENERAL,IND,Hockey and ball,142,0,142,0.07,306328
TURN OUT,,,,,,TOTAL:,,,204203,2149,206352,67.36,
Gujarat,19,Sidhpur,1 Balvantsinh Chandansinh Rajput,MALE,61,GENERAL,BJP,Lotus,90871,316,91187,48.19,271304
Gujarat,19,Sidhpur,2 Chandanji Talaji Thakor,MALE,51,GENERAL,INC,Hand,88112,261,88373,46.7,271304
Gujarat,19,Sidhpur,3 Rajput Mahendrasinh Dalpatsinh,MALE,29,GENERAL,AAAP,Broom,2023,59,2082,1.1,271304
Gujarat,19,Sidhpur,4 Govindbhai Rathod,MALE,38,SC,BSP,Elephant,2037,3,2040,1.08,271304
Gujarat,19,Sidhpur,5 Nota,,,,NOTA,NOTA,1850,7,1857,0.98,271304
Gujarat,19,Sidhpur,6 Abbasbhai Mohammadsharif Nodsola,MALE,62,GENERAL,AIMIM,Kite,1136,1,1137,0.6,271304
Gujarat,19,Sidhpur,7 Baloch Hasankhan Dayamkhan,MALE,44,GENERAL,IND,Gas cylinder,990,1,991,0.52,271304
Gujarat,19,Sidhpur,8 Patel Dilipkumar,MALE,43,GENERAL,IND,Auto- rickshaw,936,2,938,0.5,271304
Gujarat,19,Sidhpur,9 Kaji Sohil Hanifbhai,MALE,31,GENERAL,IND,Fountain,357,1,358,0.19,271304
Gujarat,19,Sidhpur,10 Thakor Sanjayji,MALE,29,GENERAL,PPSP,Pot,252,1,253,0.13,271304
TURN OUT,,,,,,TOTAL:,,,188564,652,189216,69.74,
Gujarat,20,Kheralu,1 Sardarbhai Shamalbhai Chaudhary,MALE,58,GENERAL,BJP,Lotus,55101,359,55460,36.3,224735
